圖檔名稱,TGOS資料集網址,SHP下載位址,圖檔格式,圖檔描述,機關代碼
雪霸國家公園登山步道路線圖,https://www.tgos.tw/MDE/MetaData/CRUD/ViewMetaData?GUID=e291f20b-8120-42b7-99d0-ac7d4dd39756&VIEW_TYPE=only&SOURCE=1,https://www.tgos.tw:443/MDE/VirtualDir_TC/Product/28d9d837-10b5-45b6-8ce0-106633ccee10/mapdata201808290931.zip,,SHP,雪霸國家公園登山步道路線圖(八條主要登山路線)格式為Shape_file,A01030500G
